collections.title,collections.description,accessRights,data_owner,description,title,titleAbr,language,issued,modified,publisher,publisherAbr,landingPage,downloadURL,contactPoint,identifier,data_type,study_type,study_subtype,topic,keyword,division,citation_requirements,gYearMonth,gYear,accrualPeriodicity,LocationType,idCountry,idSubregion,datadescription:dictionary,sampledesign,representativeness,sampling_procedure,weighting,txtpanel,txtRound,txtCoverage,intHogs,intPers,lnkQuest,lnkManual,lnkOther,lnkAll,lnkMerged,lnkOriginal,InkHarmonized
NA,NA,NA,NA,NA,Encuesta Integrada de Hogares,EIH,NA,NA,NA,Instituto Nacional de Estadística,INE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,Bolivia,NA,NA,NA,NA,NA,NA,NA,NA,Urbana,6104,28502,NA,\\Sdssrv03\surveys\survey\BOL\EIH\1992\m11\docs,NA,\\Sdssrv03\surveys\survey\BOL\EIH\1992\m11,NA,\\Sdssrv03\surveys/survey/BOL/EIH/1992/m11/data_orig,\\Sdssrv03\surveys/harmonized/BOL/EIH/data_arm
NA,NA,NA,NA,NA,Encuesta Integrada de Hogares,EIH,NA,NA,NA,Instituto Nacional de Estadística,INE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,Bolivia,NA,NA,NA,NA,NA,NA,NA,NA,Urbana,4297,20160,NA,\\Sdssrv03\surveys\survey\BOL\EIH\1993\m11\docs,NA,\\Sdssrv03\surveys\survey\BOL\EIH\1993\m11,\\Sdssrv03\surveys\survey\BOL\1993\m11\data_orig,\\Sdssrv03\surveys/survey/BOL/EIH/1993/m11/data_orig,\\Sdssrv03\surveys/harmonized/BOL/EIH/data_arm
NA,NA,NA,NA,NA,Encuesta Integrada de Hogares,EIH,NA,NA,NA,Instituto Nacional de Estadística,INE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA,NA,Bolivia,NA,NA,NA,NA,NA,NA,NA,NA,Urbana,6268,28048,NA,\\Sdssrv03\surveys\survey\BOL\EIH\1994\m7_m12\docs,NA,\\Sdssrv03\surveys\survey\BOL\EIH\1994\m7_m12,\\Sdssrv03\surveys\survey\BOL\1994\m7_m12\data_orig,\\Sdssrv03\surveys/survey/BOL/EIH/1994/m7_m12/data_orig,\\Sdssrv03\surveys/harmonized/BOL/EIH/data_arm
NA,NA,NA,NA,NA,Encuesta Integrada de Hogares,EIH,NA,NA,NA,Instituto Nacional de Estadística,INE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,NA,NA,Bolivia,NA,NA,NA,NA,NA,NA,NA,NA,Urbana,5569,25314,NA,\\Sdssrv03\surveys\survey\BOL\EIH\1995\m6\docs,NA,\\Sdssrv03\surveys\survey\BOL\EIH\1995\m6,\\Sdssrv03\surveys\survey\BOL\1995\m6\data_orig,\\Sdssrv03\surveys/survey/BOL/EIH/1995/m6/data_orig,\\Sdssrv03\surveys/harmonized/BOL/EIH/data_arm
NA,NA,NA,NA,NA,Encuesta Nacional de Empleo,ENE,NA,NA,NA,Instituto Nacional de Estadística,INE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA,NA,Bolivia,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,8311,35648,NA,\\Sdssrv03\surveys\survey\BOL\ENE\1996\m6\docs,NA,\\Sdssrv03\surveys\survey\BOL\ENE\1996\m6,NA,\\Sdssrv03\surveys/survey/BOL/ENE/1996/m6/data_orig,\\Sdssrv03\surveys/harmonized/BOL/ENE/data_arm
NA,NA,NA,NA,NA,Encuesta Nacional de Empleo,ENE,NA,NA,NA,Instituto Nacional de Estadística,INE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,NA,Bolivia,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,8461,36752,NA,\\Sdssrv03\surveys\survey\BOL\ENE\1997\m11\docs,NA,\\Sdssrv03\surveys\survey\BOL\ENE\1997\m11,NA,\\Sdssrv03\surveys/survey/BOL/ENE/1997/m11/data_orig,\\Sdssrv03\surveys/harmonized/BOL/ENE/data_arm
NA,NA,NA,NA,NA,Encuesta Permanente de Hogares,EPH,NA,NA,NA,Instituto Nacional de Estadística,INE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA,NA,Bolivia,NA,NA,NA,NA,NA,NA,NA,NA,Urbana,2788,12226,NA,\\Sdssrv03\surveys\survey\BOL\EPH\1986\m11\docs,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Pesquisa de Orçamentos Familiares,POF,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,Income and Expenditure Survey (IES),NA,NA,NA,NA,NA,NA,1987,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Pesquisa de Orçamentos Familiares,POF,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,Income and Expenditure Survey (IES),NA,NA,NA,NA,NA,NA,1995,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,?,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,público,NA,NA,Pesquisa de Orçamentos Familiares,POF,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,Income and Expenditure Survey (IES),NA,NA,NA,NA,NA,NA,2002,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,48470,182333,NA,NA,NA,NA,NA,NA,NA
NA,NA,público,NA,NA,Pesquisa de Orçamentos Familiares,POF,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,Income and Expenditure Survey (IES),NA,NA,NA,NA,NA,NA,2008,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1979,Mensual,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,88975,438178,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981,Mensual,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,103961,482611,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1981\m10\docs,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1982,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,?,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1982\?\docs,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,?,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1983\?\docs,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,?,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1984\?\docs,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,Anual,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,119651,523632,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1985\a\docs,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,?,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1986\?\docs,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,Anual,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1987\a\docs,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,Anual,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,69066,298368,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1988\a\docs,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,Mensual,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,70077,301088,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1989\m9\docs,NA,NA,NA,NA,NA
NA,NA,?,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,73200,306493,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1990\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/1990/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,?,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,78320,317355,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1992\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/1992/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,?,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,96307,324153,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1993\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/1993/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,?,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,85270,334263,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1995\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/1995/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,?,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,84497,331263,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1996\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/1996/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,?,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,89939,346269,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1997\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/1997/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,?,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,90913,344975,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1998\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/1998/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,?,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,93959,352393,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1999\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/1999/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,público,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,112594,378837,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\2001\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/2001/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,público,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,115432,385431,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\2002\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/2002/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,público,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,117010,384834,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\2003\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/2003/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,público,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,122517,399354,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\2004\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/2004/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,público,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,126552,408148,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\2005\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/2005/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,público,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,118590,410241,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\2006\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/2006/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,público,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,117858,399964,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\2007\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/2007/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,público,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,118138,391867,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\2008\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/2008/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,público,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,121176,399400,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\2009\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/2009/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,público,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\2011\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/2011/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,público,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,120336,361592,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\2012\m9\docs,NA,\\Sdssrv03\surveys/survey/BRA/2012/m9,NA,\\Sdssrv03\surveys/survey/BRA/2012/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,público,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\2013\m9\docs,NA,\\Sdssrv03\surveys/survey/BRA/2013/m9,NA,\\Sdssrv03\surveys/survey/BRA/2013/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,público,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\2015\m9\docs,NA,\\Sdssrv03\surveys/survey/BRA/2015/m9,NA,\\Sdssrv03\surveys/survey/BRA/2015/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
NA,NA,NA,NA,NA,Pesquisa sobre Padroes de Vida,PPV,NA,NA,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,4944,19409,NA,NA,NA,NA,NA,NA,NA
NA,NA,público,NA,NA,Encuesta de Caracterización Socioeconómica Nacional,CASEN,NA,NA,NA,Ministerio de Desarrollo Social,MIDEPLAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,NA,NA,Chile,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,22720,97044,NA,\\Sdssrv03\surveys\survey\CHL\CASEN\1987\m11_m12\docs,NA,\\Sdssrv03\surveys\survey\CHL\CASEN\1987\m11_m12,na,\\Sdssrv03\surveys/survey/CHL/CASEN/1987/m11_m12/data_orig,na
NA,NA,NA,NA,NA,Encuesta de Caracterización Socioeconómica Nacional,CASEN,NA,NA,NA,Instituto Nacional de Estadística,INE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,NA,NA,Chile,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,\\Sdssrv03\surveys\survey\CHL\CASEN\1989\t4\docs,NA,\\Sdssrv03\surveys\survey\CHL\CASEN\1989\t4,na,\\Sdssrv03\surveys/survey/CHL/CASEN/1989/t4/data_orig,na
NA,NA,restringido,NA,NA,Encuesta de Caracterización Socioeconómica Nacional,CASEN,NA,NA,NA,Ministerio de Desarrollo Social,MIDEPLAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,NA,NA,Chile,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,25793,105189,NA,\\Sdssrv03\surveys\survey\CHL\CASEN\1990\m11_m12\docs,NA,\\Sdssrv03\surveys\survey\CHL\CASEN\1990\m11_m12,\\Sdssrv03\surveys\survey\CHL\CASEN\1990\m11_m12\data_merge,\\Sdssrv03\surveys/survey/CHL/CASEN/1990/m11_m12/data_orig,\\Sdssrv03\surveys/harmonized/CHL/CASEN/data_arm
NA,NA,restringido,NA,NA,Encuesta de Caracterización Socioeconómica Nacional,CASEN,NA,NA,NA,Ministerio de Desarrollo Social,MIDEPLAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,Chile,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,27666,110555,NA,\\Sdssrv03\surveys\survey\CHL\CASEN\1992\m11_m12\docs,NA,\\Sdssrv03\surveys\survey\CHL\CASEN\1992\m11_m12,\\Sdssrv03\surveys\survey\CHL\CASEN\1992\m11_m12\data_merge,\\Sdssrv03\surveys/survey/CHL/CASEN/1992/m11_m12/data_orig,\\Sdssrv03\surveys/harmonized/CHL/CASEN/data_arm
NA,NA,restringido,NA,NA,Encuesta de Caracterización Socioeconómica Nacional,CASEN,NA,NA,NA,Ministerio de Desarrollo Social,MIDEPLAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA,NA,Chile,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,45379,178057,NA,\\Sdssrv03\surveys\survey\CHL\CASEN\1994\m11_m12\docs,NA,\\Sdssrv03\surveys\survey\CHL\CASEN\1994\m11_m12,\\Sdssrv03\surveys\survey\CHL\CASEN\1994\m11_m12\data_merge,\\Sdssrv03\surveys/survey/CHL/CASEN/1994/m11_m12/data_orig,\\Sdssrv03\surveys/harmonized/CHL/CASEN/data_arm
NA,NA,restringido,NA,NA,Encuesta de Caracterización Socioeconómica Nacional,CASEN,NA,NA,NA,Ministerio de Desarrollo Social,MIDEPLAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA,NA,Chile,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,33636,134262,NA,\\Sdssrv03\surveys\survey\CHL\CASEN\1996\m11_m12\docs,NA,\\Sdssrv03\surveys\survey\CHL\CASEN\1996\m11_m12,\\Sdssrv03\surveys\survey\CHL\CASEN\1996\m11_m12\data_merge,\\Sdssrv03\surveys/survey/CHL/CASEN/1996/m11_m12/data_orig,\\Sdssrv03\surveys/harmonized/CHL/CASEN/data_arm
NA,NA,restringido,NA,NA,Encuesta de Caracterización Socioeconómica Nacional,CASEN,NA,NA,NA,Ministerio de Desarrollo Social,MIDEPLAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,NA,NA,Chile,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,48107,188360,NA,\\Sdssrv03\surveys\survey\CHL\CASEN\1998\m11_m12\docs,NA,\\Sdssrv03\surveys\survey\CHL\CASEN\1998\m11_m12,\\Sdssrv03\surveys\survey\CHL\CASEN\1998\m11_m12\data_merge,\\Sdssrv03\surveys/survey/CHL/CASEN/1998/m11_m12/data_orig,\\Sdssrv03\surveys/harmonized/CHL/CASEN/data_arm
